XA1, XA2, YA1, YA2, UTFA, FILENAME, XB1, XB2, YB1, YB2, IoU, 
1507, 1581, 36, 112, 5730, navis-Ming-Qing_HarvYench_18_10_10092_0180-line-007-y1=769-y2=914.xml, 1510, 1578, 36, 109, 0.882645803698, 
1507, 1581, 36, 112, 5730, navis-Ming-Qing_HarvYench_18_10_10092_0180-line-007-y1=769-y2=914.xml, 1510, 1578, 36, 109, 0.882645803698, 
1507, 1581, 36, 112, 5730, navis-Ming-Qing_HarvYench_18_10_10092_0180-line-007-y1=769-y2=914.xml, 1510, 1578, 36, 109, 0.882645803698, 
2001, 2075, 37, 112, 529B, navis-Ming-Qing_HarvYench_18_10_10092_0180-line-007-y1=769-y2=914.xml, 2003, 2074, 37, 109, 0.921081081081, 
1610, 1687, 29, 103, 679d, navis-Ming-Qing_HarvYench_18_10_10092_0180-line-008-y1=904-y2=1041.xml, 1613, 1683, 29, 101, 0.884520884521, 
1610, 1687, 29, 103, 679d, navis-Ming-Qing_HarvYench_18_10_10092_0180-line-008-y1=904-y2=1041.xml, 1613, 1683, 29, 101, 0.884520884521, 
121, 198, 33, 113, 8a69, navis-Ming-Qing_HarvYench_18_10_10092_0180-line-008-y1=904-y2=1041.xml, 123, 196, 34, 110, 0.900649350649, 
1924, 1997, 38, 115, 6a13, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-003-y1=93-y2=237.xml, 1924, 1994, 39, 112, 0.909090909091, 
1024, 1101, 33, 114, 5BB6, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-003-y1=93-y2=237.xml, 1026, 1098, 34, 111, 0.888888888889, 
1024, 1101, 33, 114, 5BB6, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-003-y1=93-y2=237.xml, 1026, 1098, 34, 111, 0.888888888889, 
142, 219, 42, 108, 4e2d, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-003-y1=93-y2=237.xml, 145, 216, 43, 105, 0.866194411649, 
142, 219, 42, 108, 4e2d, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-003-y1=93-y2=237.xml, 145, 216, 43, 105, 0.866194411649, 
1525, 1601, 36, 114, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-003-y1=93-y2=237.xml, 1528, 1598, 37, 111, 0.873819163293, 
441, 513, 40, 115, 58EB, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-003-y1=93-y2=237.xml, 444, 510, 41, 112, 0.867777777778, 
2020, 2097, 41, 115, 7559, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-003-y1=93-y2=237.xml, 2022, 2094, 42, 112, 0.884520884521, 
2020, 2097, 41, 115, 7559, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-003-y1=93-y2=237.xml, 2022, 2094, 42, 112, 0.884520884521, 
1624, 1697, 32, 112, 79cb, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-004-y1=227-y2=370.xml, 1626, 1694, 33, 109, 0.884931506849, 
1624, 1697, 32, 112, 79cb, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-004-y1=227-y2=370.xml, 1626, 1694, 33, 109, 0.884931506849, 
46, 117, 38, 116, 597d, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-004-y1=227-y2=370.xml, 47, 117, 39, 113, 0.935355724088, 
340, 415, 38, 112, 97fb, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-004-y1=227-y2=370.xml, 342, 414, 39, 109, 0.908108108108, 
340, 415, 38, 112, 97fb, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-004-y1=227-y2=370.xml, 342, 414, 39, 109, 0.908108108108, 
142, 217, 38, 112, 53e5, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-004-y1=227-y2=370.xml, 144, 214, 39, 109, 0.882882882883, 
1136, 1205, 37, 106, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-004-y1=227-y2=370.xml, 1138, 1202, 37, 103, 0.887208569628, 
540, 609, 36, 111, 98a8, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-004-y1=227-y2=370.xml, 542, 610, 37, 108, 0.90678612276, 
1524, 1599, 31, 109, 5BF9, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-005-y1=360-y2=499.xml, 1526, 1596, 32, 106, 0.88547008547, 
42, 117, 42, 115, 4e0d, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-005-y1=360-y2=499.xml, 44, 114, 42, 112, 0.89497716895, 
728, 807, 34, 109, 5b57, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-007-y1=621-y2=760.xml, 731, 804, 34, 106, 0.887088607595, 
728, 807, 34, 109, 5b57, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-007-y1=621-y2=760.xml, 731, 804, 34, 106, 0.887088607595, 
136, 214, 34, 112, 591c, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-007-y1=621-y2=760.xml, 139, 210, 35, 109, 0.863576594346, 
136, 214, 34, 112, 591c, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-007-y1=621-y2=760.xml, 139, 210, 35, 109, 0.863576594346, 
828, 904, 33, 109, 97fb, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-007-y1=621-y2=760.xml, 831, 902, 34, 106, 0.885041551247, 
530, 606, 40, 111, 7528, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-007-y1=621-y2=760.xml, 533, 602, 41, 109, 0.869532987398, 
530, 606, 40, 111, 7528, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-007-y1=621-y2=760.xml, 533, 602, 41, 109, 0.869532987398, 
137, 210, 35, 113, 4f86, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-008-y1=750-y2=893.xml, 140, 207, 36, 110, 0.870741131015, 
137, 210, 35, 113, 4f86, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-008-y1=750-y2=893.xml, 140, 207, 36, 110, 0.870741131015, 
1021, 1096, 34, 110, 98db, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-008-y1=750-y2=893.xml, 1023, 1094, 35, 107, 0.896842105263, 
1021, 1096, 34, 110, 98db, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-008-y1=750-y2=893.xml, 1023, 1094, 35, 107, 0.896842105263, 
1616, 1694, 38, 106, 6148, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-008-y1=750-y2=893.xml, 1619, 1691, 39, 103, 0.868778280543, 
821, 896, 36, 113, 8207, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-009-y1=883-y2=1026.xml, 824, 893, 37, 110, 0.872207792208, 
2111, 2184, 39, 113, 62b1, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-009-y1=883-y2=1026.xml, 2114, 2181, 40, 111, 0.88059977786, 
1217, 1292, 36, 116, 5BB6, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-009-y1=883-y2=1026.xml, 1220, 1289, 37, 113, 0.874, 
1217, 1292, 36, 116, 5BB6, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-009-y1=883-y2=1026.xml, 1220, 1289, 37, 113, 0.874, 
428, 503, 31, 112, 61d0, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-011-y1=1154-y2=1298.xml, 430, 500, 32, 110, 0.898765432099, 
529, 605, 31, 108, 53E4, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-011-y1=1154-y2=1298.xml, 532, 602, 32, 106, 0.885167464115, 
529, 605, 31, 108, 53E4, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-011-y1=1154-y2=1298.xml, 532, 602, 32, 106, 0.885167464115, 
33, 110, 30, 109, 6771, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-011-y1=1154-y2=1298.xml, 36, 106, 30, 106, 0.874568469505, 
33, 110, 30, 109, 6771, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-011-y1=1154-y2=1298.xml, 36, 106, 30, 106, 0.874568469505, 
135, 205, 34, 101, 5C71, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-011-y1=1154-y2=1298.xml, 138, 202, 35, 98, 0.859701492537, 
524, 597, 31, 110, 57ce, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-012-y1=1288-y2=1432.xml, 526, 594, 32, 107, 0.884341945552, 
132, 203, 29, 107, 4f86, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-012-y1=1288-y2=1432.xml, 134, 200, 30, 104, 0.881906825569, 
132, 203, 29, 107, 4f86, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-012-y1=1288-y2=1432.xml, 134, 200, 30, 104, 0.881906825569, 
626, 701, 31, 108, 6771, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-012-y1=1288-y2=1432.xml, 628, 698, 31, 105, 0.89696969697, 
1316, 1387, 33, 111, 7a7a, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-012-y1=1288-y2=1432.xml, 1318, 1384, 34, 108, 0.881906825569, 
1316, 1387, 33, 111, 7a7a, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-012-y1=1288-y2=1432.xml, 1318, 1384, 34, 108, 0.881906825569, 
2108, 2179, 34, 114, 592a, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-012-y1=1288-y2=1432.xml, 2110, 2177, 35, 111, 0.896478873239, 
2108, 2179, 34, 114, 592a, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-012-y1=1288-y2=1432.xml, 2110, 2177, 35, 111, 0.896478873239, 
324, 399, 35, 101, 5411, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-012-y1=1288-y2=1432.xml, 326, 396, 36, 98, 0.876767676768, 
1912, 1985, 35, 112, 6797, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-012-y1=1288-y2=1432.xml, 1914, 1982, 35, 109, 0.895214374666, 
1912, 1985, 35, 112, 6797, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-012-y1=1288-y2=1432.xml, 1914, 1982, 35, 109, 0.895214374666, 
1412, 1489, 31, 109, 679d, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-013-y1=1422-y2=1563.xml, 1414, 1486, 32, 106, 0.887112887113, 
1212, 1287, 32, 109, 7fe9, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-013-y1=1422-y2=1563.xml, 1214, 1284, 32, 106, 0.89696969697, 
2104, 2179, 30, 109, 5feb, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-013-y1=1422-y2=1563.xml, 2106, 2176, 31, 106, 0.886075949367, 
432, 497, 31, 106, 98a8, navis-Ming-Qing_HarvYench_18_10_10092_0181-line-013-y1=1422-y2=1563.xml, 434, 498, 32, 103, 0.904367165386, 
1033, 1103, 35, 112, 751f, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-002-y1=119-y2=263.xml, 1035, 1102, 36, 109, 0.907421150278, 
1919, 1993, 36, 114, 4e0b, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-002-y1=119-y2=263.xml, 1922, 1989, 37, 111, 0.858974358974, 
1919, 1993, 36, 114, 4e0b, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-002-y1=119-y2=263.xml, 1922, 1989, 37, 111, 0.858974358974, 
2021, 2095, 44, 110, 51fa, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-002-y1=119-y2=263.xml, 2023, 2093, 45, 107, 0.888615888616, 
1425, 1499, 33, 114, 4f11, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-002-y1=119-y2=263.xml, 1427, 1495, 34, 111, 0.873540206874, 
1425, 1499, 33, 114, 4f11, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-002-y1=119-y2=263.xml, 1427, 1495, 34, 111, 0.873540206874, 
1919, 1996, 38, 116, 65d7, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-003-y1=253-y2=398.xml, 1921, 1994, 38, 113, 0.911588411588, 
1919, 1996, 38, 116, 65d7, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-003-y1=253-y2=398.xml, 1921, 1994, 38, 113, 0.911588411588, 
633, 706, 34, 110, 5bab, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-003-y1=253-y2=398.xml, 635, 703, 35, 107, 0.882480173035, 
341, 414, 36, 113, 5341, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-003-y1=253-y2=398.xml, 343, 411, 37, 110, 0.883116883117, 
1621, 1697, 37, 112, 5b9a, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-004-y1=388-y2=536.xml, 1623, 1693, 38, 109, 0.871929824561, 
339, 410, 35, 116, 4e0b, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-004-y1=388-y2=536.xml, 339, 407, 36, 113, 0.91045035646, 
339, 410, 35, 116, 4e0b, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-004-y1=388-y2=536.xml, 339, 407, 36, 113, 0.91045035646, 
139, 212, 32, 107, 582a, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-004-y1=388-y2=536.xml, 142, 209, 33, 104, 0.868858447489, 
139, 212, 32, 107, 582a, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-004-y1=388-y2=536.xml, 142, 209, 33, 104, 0.868858447489, 
2015, 2090, 35, 113, 5b50, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-004-y1=388-y2=536.xml, 2017, 2087, 36, 110, 0.88547008547, 
2015, 2090, 35, 113, 5b50, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-004-y1=388-y2=536.xml, 2017, 2087, 36, 110, 0.88547008547, 
2015, 2090, 35, 113, 5b50, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-004-y1=388-y2=536.xml, 2017, 2087, 36, 110, 0.88547008547, 
1915, 1992, 38, 117, 5f9e, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-004-y1=388-y2=536.xml, 1917, 1989, 39, 114, 0.887719875062, 
727, 800, 32, 107, 4e0b, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-006-y1=655-y2=791.xml, 729, 797, 32, 104, 0.894246575342, 
727, 800, 32, 107, 4e0b, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-006-y1=655-y2=791.xml, 729, 797, 32, 104, 0.894246575342, 
1021, 1097, 36, 110, 76f8, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-006-y1=655-y2=791.xml, 1023, 1093, 37, 107, 0.871266002845, 
1319, 1392, 37, 111, 4e0d, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-006-y1=655-y2=791.xml, 1321, 1389, 38, 108, 0.88115512773, 
1615, 1693, 34, 109, 68f2, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-006-y1=655-y2=791.xml, 1617, 1691, 35, 107, 0.910769230769, 
1817, 1892, 34, 107, 672c, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-006-y1=655-y2=791.xml, 1819, 1889, 35, 104, 0.882191780822, 
143, 208, 30, 107, 4E09, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-006-y1=655-y2=791.xml, 193, 206, 31, 104, 0.18961038961, 
1615, 1689, 36, 110, 6bd4, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-007-y1=781-y2=926.xml, 1617, 1685, 37, 107, 0.869247626004, 
1615, 1689, 36, 110, 6bd4, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-007-y1=781-y2=926.xml, 1617, 1685, 37, 107, 0.869247626004, 
1023, 1092, 37, 114, 7a7a, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-007-y1=781-y2=926.xml, 1025, 1089, 38, 111, 0.879352531526, 
1023, 1092, 37, 114, 7a7a, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-007-y1=781-y2=926.xml, 1025, 1089, 38, 111, 0.879352531526, 
921, 994, 38, 115, 5730, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-007-y1=781-y2=926.xml, 923, 991, 39, 112, 0.883116883117, 
921, 994, 38, 115, 5730, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-007-y1=781-y2=926.xml, 923, 991, 39, 112, 0.883116883117, 
921, 994, 38, 115, 5730, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-007-y1=781-y2=926.xml, 923, 991, 39, 112, 0.883116883117, 
1217, 1293, 42, 115, 540D, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-007-y1=781-y2=926.xml, 1219, 1289, 43, 112, 0.870583994232, 
1513, 1590, 42, 116, 4e0d, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-007-y1=781-y2=926.xml, 1515, 1587, 43, 113, 0.884520884521, 
436, 502, 33, 111, 77f3, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-007-y1=781-y2=926.xml, 435, 498, 34, 108, 0.878590578322, 
436, 502, 33, 111, 77f3, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-007-y1=781-y2=926.xml, 435, 498, 34, 108, 0.878590578322, 
725, 798, 36, 114, 4eca, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-007-y1=781-y2=926.xml, 727, 795, 37, 111, 0.883737267299, 
329, 403, 36, 109, 82b1, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-009-y1=1047-y2=1191.xml, 332, 400, 36, 107, 0.893743058127, 
323, 396, 30, 109, 4ea6, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-010-y1=1181-y2=1323.xml, 325, 394, 31, 106, 0.897346974163, 
719, 796, 34, 106, 9ad9, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-010-y1=1181-y2=1323.xml, 721, 793, 35, 103, 0.883116883117, 
919, 994, 31, 110, 53ef, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-010-y1=1181-y2=1323.xml, 921, 991, 31, 107, 0.897890295359, 
1907, 1984, 30, 106, 5b57, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-011-y1=1313-y2=1453.xml, 1909, 1981, 31, 103, 0.885850991114, 
1907, 1984, 30, 106, 5b57, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-011-y1=1313-y2=1453.xml, 1909, 1981, 31, 103, 0.885850991114, 
1907, 1984, 30, 106, 5b57, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-011-y1=1313-y2=1453.xml, 1909, 1981, 31, 103, 0.885850991114, 
329, 404, 32, 112, 96f2, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-011-y1=1313-y2=1453.xml, 331, 400, 32, 109, 0.8855, 
2107, 2182, 32, 109, 96f2, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-011-y1=1313-y2=1453.xml, 2109, 2179, 33, 106, 0.884848484848, 
1310, 1386, 31, 109, 5408, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-011-y1=1313-y2=1453.xml, 1313, 1383, 32, 106, 0.873819163293, 
916, 990, 35, 108, 9996, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-011-y1=1313-y2=1453.xml, 919, 986, 35, 105, 0.868196964087, 
916, 990, 35, 108, 9996, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-011-y1=1313-y2=1453.xml, 919, 986, 35, 105, 0.868196964087, 
916, 990, 35, 108, 9996, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-011-y1=1313-y2=1453.xml, 919, 986, 35, 105, 0.868196964087, 
623, 696, 34, 102, 4e2d, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-011-y1=1313-y2=1453.xml, 625, 693, 35, 99, 0.876712328767, 
623, 696, 34, 102, 4e2d, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-011-y1=1313-y2=1453.xml, 625, 693, 35, 99, 0.876712328767, 
623, 696, 34, 102, 4e2d, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-011-y1=1313-y2=1453.xml, 625, 693, 35, 99, 0.876712328767, 
623, 696, 34, 102, 4e2d, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-011-y1=1313-y2=1453.xml, 625, 693, 35, 99, 0.876712328767, 
1210, 1288, 35, 111, 504f, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-011-y1=1313-y2=1453.xml, 1213, 1284, 36, 108, 0.862348178138, 
1810, 1886, 31, 110, 5854, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-011-y1=1313-y2=1453.xml, 1813, 1883, 32, 107, 0.874417055296, 
1117, 1188, 38, 113, 897F, navis-Ming-Qing_HarvYench_18_10_10092_0182-line-011-y1=1313-y2=1453.xml, 1119, 1186, 39, 110, 0.893333333333, 
1896, 1971, 35, 117, 5927, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-002-y1=78-y2=224.xml, 1898, 1970, 36, 114, 0.913170731707, 
816, 893, 35, 112, 96f2, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-002-y1=78-y2=224.xml, 818, 890, 36, 110, 0.898633833699, 
1212, 1285, 35, 114, 53ef, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-002-y1=78-y2=224.xml, 1210, 1282, 36, 112, 0.898800473053, 
1212, 1285, 35, 114, 53ef, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-002-y1=78-y2=224.xml, 1210, 1282, 36, 112, 0.898800473053, 
620, 695, 41, 113, 540D, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-002-y1=78-y2=224.xml, 622, 692, 42, 110, 0.881481481481, 
620, 695, 41, 113, 540D, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-002-y1=78-y2=224.xml, 622, 692, 42, 110, 0.881481481481, 
718, 793, 41, 114, 7559, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-002-y1=78-y2=224.xml, 720, 790, 42, 112, 0.89497716895, 
718, 793, 41, 114, 7559, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-002-y1=78-y2=224.xml, 720, 790, 42, 112, 0.89497716895, 
30, 101, 49, 105, 65e5, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-002-y1=78-y2=224.xml, 32, 98, 50, 102, 0.863179074447, 
30, 101, 49, 105, 65e5, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-002-y1=78-y2=224.xml, 32, 98, 50, 102, 0.863179074447, 
1108, 1180, 37, 108, 6eaa, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-003-y1=214-y2=357.xml, 1110, 1178, 38, 106, 0.904538341158, 
516, 589, 37, 104, 4e2d, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-003-y1=214-y2=357.xml, 518, 586, 38, 101, 0.875894500102, 
516, 589, 37, 104, 4e2d, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-003-y1=214-y2=357.xml, 518, 586, 38, 101, 0.875894500102, 
516, 589, 37, 104, 4e2d, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-003-y1=214-y2=357.xml, 518, 586, 38, 101, 0.875894500102, 
1604, 1671, 31, 109, 77f3, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-003-y1=214-y2=357.xml, 1602, 1668, 32, 106, 0.881280238184, 
1604, 1671, 31, 109, 77f3, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-003-y1=214-y2=357.xml, 1602, 1668, 32, 106, 0.881280238184, 
1204, 1281, 31, 111, 6c34, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-003-y1=214-y2=357.xml, 1206, 1278, 32, 108, 0.888311688312, 
1204, 1281, 31, 111, 6c34, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-003-y1=214-y2=357.xml, 1206, 1278, 32, 108, 0.888311688312, 
1204, 1281, 31, 111, 6c34, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-003-y1=214-y2=357.xml, 1206, 1278, 32, 108, 0.888311688312, 
1996, 2065, 34, 114, 751f, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-004-y1=347-y2=491.xml, 1998, 2064, 35, 111, 0.908695652174, 
1996, 2065, 34, 114, 751f, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-004-y1=347-y2=491.xml, 1998, 2064, 35, 111, 0.908695652174, 
614, 687, 34, 110, 582a, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-004-y1=347-y2=491.xml, 616, 684, 35, 107, 0.882480173035, 
2092, 2167, 32, 113, 5fae, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-004-y1=347-y2=491.xml, 2094, 2164, 33, 111, 0.898765432099, 
2092, 2167, 32, 113, 5fae, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-004-y1=347-y2=491.xml, 2094, 2164, 33, 111, 0.898765432099, 
26, 97, 36, 112, 5750, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-004-y1=347-y2=491.xml, 28, 94, 37, 109, 0.880652335063, 
26, 97, 36, 112, 5750, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-004-y1=347-y2=491.xml, 28, 94, 37, 109, 0.880652335063, 
124, 193, 38, 114, 661F, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-004-y1=347-y2=491.xml, 126, 192, 39, 111, 0.906178489703, 
1896, 1973, 32, 114, 6728, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-004-y1=347-y2=491.xml, 1898, 1970, 33, 111, 0.889452011403, 
1896, 1973, 32, 114, 6728, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-004-y1=347-y2=491.xml, 1898, 1970, 33, 111, 0.889452011403, 
1798, 1871, 30, 110, 6797, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-004-y1=347-y2=491.xml, 1800, 1868, 31, 107, 0.884931506849, 
1798, 1871, 30, 110, 6797, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-004-y1=347-y2=491.xml, 1800, 1868, 31, 107, 0.884931506849, 
510, 585, 43, 105, 5C71, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-006-y1=614-y2=756.xml, 512, 582, 44, 102, 0.87311827957, 
900, 977, 35, 110, 5f97, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-006-y1=614-y2=756.xml, 902, 974, 36, 107, 0.885194805195, 
1102, 1171, 33, 112, 7406, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-006-y1=614-y2=756.xml, 1104, 1170, 34, 110, 0.920198128784, 
708, 782, 31, 110, 91d1, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-007-y1=746-y2=888.xml, 710, 780, 32, 107, 0.898049948683, 
1000, 1075, 31, 111, 5973, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-007-y1=746-y2=888.xml, 1002, 1074, 32, 108, 0.912, 
1000, 1075, 31, 111, 5973, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-007-y1=746-y2=888.xml, 1002, 1074, 32, 108, 0.912, 
1000, 1075, 31, 111, 5973, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-007-y1=746-y2=888.xml, 1002, 1074, 32, 108, 0.912, 
1002, 1071, 33, 112, 751f, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-008-y1=878-y2=1022.xml, 1004, 1070, 34, 110, 0.920198128784, 
412, 487, 35, 112, 6ee1, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-008-y1=878-y2=1022.xml, 414, 484, 36, 110, 0.89696969697, 
1986, 2061, 45, 111, 6708, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-008-y1=878-y2=1022.xml, 1988, 2060, 46, 108, 0.901818181818, 
1986, 2061, 45, 111, 6708, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-008-y1=878-y2=1022.xml, 1988, 2060, 46, 108, 0.901818181818, 
1986, 2061, 45, 111, 6708, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-008-y1=878-y2=1022.xml, 1988, 2060, 46, 108, 0.901818181818, 
1496, 1568, 35, 109, 96e8, navis-Ming-Qing_HarvYench_18_10_10092_0183-line-008-y1=878-y2=1022.xml, 1496, 1566, 36, 106, 0.91966966967, 
